Measure,Dependent Measure
8cc7f6a2-c341-4ea2-9c4f-24cacd1e1ec2,a0dac354-5787-47f2-a629-99cddbe8cf8a
c8df0e07-8bda-4d44-bde3-6b12231d0d1c,a0dac354-5787-47f2-a629-99cddbe8cf8a
8dafe2fd-a14c-4fa8-b96c-e9ce3c51f150,6c2db6f6-8296-484b-9b0f-7fa4462fabef
8dafe2fd-a14c-4fa8-b96c-e9ce3c51f150,3fbc8b4d-f3af-4f4d-b294-5869da3a89db
8dafe2fd-a14c-4fa8-b96c-e9ce3c51f150,fb941df9-6758-4348-9c93-f78a7b07a7f7
3fbc8b4d-f3af-4f4d-b294-5869da3a89db,fb941df9-6758-4348-9c93-f78a7b07a7f7
fb941df9-6758-4348-9c93-f78a7b07a7f7,beafc687-4bed-43e5-8283-e062adbb9adb
3fbc8b4d-f3af-4f4d-b294-5869da3a89db,beafc687-4bed-43e5-8283-e062adbb9adb
8dafe2fd-a14c-4fa8-b96c-e9ce3c51f150,a710aec2-eded-4488-b0a7-53d2ba3d129c
8dafe2fd-a14c-4fa8-b96c-e9ce3c51f150,276d67ca-9918-41fc-9239-0b2f6b59241e
a710aec2-eded-4488-b0a7-53d2ba3d129c,d4a41c8f-255d-4e0b-b4a2-30ea1bd9b34e
276d67ca-9918-41fc-9239-0b2f6b59241e,d4a41c8f-255d-4e0b-b4a2-30ea1bd9b34e
d4a41c8f-255d-4e0b-b4a2-30ea1bd9b34e,454df9ca-7378-45b5-9961-b5d8c2dbcf9a
276d67ca-9918-41fc-9239-0b2f6b59241e,454df9ca-7378-45b5-9961-b5d8c2dbcf9a
44a01ab6-8f10-4b40-94de-25da9f1ffa42,5ade2e3a-495d-4b47-8af1-1a2a26576707
147d4faa-df3b-44c1-a276-a4748d0b12d2,e4020f7b-a835-447d-b467-2dd248ed04dc
ee75e103-f59d-4147-9061-ac69c04ce044,3588b047-b6ce-423f-ab5a-0fe48d749fb1
b8462f79-4655-4366-a85d-4b680b84c1cc,408c76f5-a6eb-403c-a64b-b30bf9a6c8d8
51a7b19a-9401-4ed3-a7f2-194934fbaf07,01ab7c60-3e31-4b22-90a3-07228cdaf758
ef10ade3-5204-460b-bf61-b3e13f23afa9,acccce19-3604-417d-ae66-4a5e3fe89938
23cb2120-3ecd-4a18-8efd-2b67a507446f,e10ff1c6-375d-4e1d-b525-d40552077af2
30e60428-ef2b-40ee-b30e-1a52cf461450,72cab5e8-e158-420a-9953-506f8d613a16
cb98f7e3-13f1-4619-b682-1eda1d087a4c,27c51330-04d3-441c-bdf0-f66286664238
70ee540c-dd2c-4d3c-a5f2-8cbf86bc6851,865ecf46-2b72-48a2-94ee-346de0e4ad3b
b8bf8a2b-3880-418f-8759-b2d8cf38de99,865ecf46-2b72-48a2-94ee-346de0e4ad3b
6e922708-ea0c-487b-9fc9-8a2f69bb6cb7,70ee540c-dd2c-4d3c-a5f2-8cbf86bc6851
f9425821-de50-48cc-9298-3746cad68875,770dbfe3-30d6-48a5-b14a-de49036d7d13
5f55c315-9935-4a98-9e14-96621c8f0623,53437e36-87d0-4f11-b74d-d8c436f858f7
d186c663-f06f-45e8-b526-d2fad86bd7ca,7b11c3b4-196c-435d-94d6-bfcd00e0ae15
7b11c3b4-196c-435d-94d6-bfcd00e0ae15,67745697-c7ae-424e-b087-ed6a99ff3654
19e63c02-0680-41ad-877b-0cf27201a95a,36e258cd-f758-453c-8662-9f93889e44f2
5757fdb0-1e2b-4b99-8edc-a8df5b2f212c,dc460042-4771-4c9e-99d0-609750680beb
dc460042-4771-4c9e-99d0-609750680beb,128366e4-1179-4e55-a497-8f08a17f4c93
5757fdb0-1e2b-4b99-8edc-a8df5b2f212c,128366e4-1179-4e55-a497-8f08a17f4c93
128366e4-1179-4e55-a497-8f08a17f4c93,dda5bbe3-589f-45be-99cf-5b5145475884
dc460042-4771-4c9e-99d0-609750680beb,dda5bbe3-589f-45be-99cf-5b5145475884
a7a14975-5439-441f-b27a-81a43997a928,7fa3d15d-3f7a-4767-8ce7-e537b3d592f6
7fa3d15d-3f7a-4767-8ce7-e537b3d592f6,eb819e3f-99b0-46fe-8b12-20eacbbb9468
a7a14975-5439-441f-b27a-81a43997a928,eb819e3f-99b0-46fe-8b12-20eacbbb9468
eb819e3f-99b0-46fe-8b12-20eacbbb9468,fbf90564-718e-4666-8213-17b3d0c052e7
7fa3d15d-3f7a-4767-8ce7-e537b3d592f6,fbf90564-718e-4666-8213-17b3d0c052e7
e3e98eec-139e-4bb6-9085-59a3a466099e,f5fdcc6b-b07a-4839-afcc-ea7f5fa3d346
f5fdcc6b-b07a-4839-afcc-ea7f5fa3d346,6216b8c8-b7ad-43d6-9318-f14293f3eb82
e3e98eec-139e-4bb6-9085-59a3a466099e,6216b8c8-b7ad-43d6-9318-f14293f3eb82
6216b8c8-b7ad-43d6-9318-f14293f3eb82,d21629af-aaa9-4cb2-8daa-ee10d5d89a0d
f5fdcc6b-b07a-4839-afcc-ea7f5fa3d346,d21629af-aaa9-4cb2-8daa-ee10d5d89a0d
21f5f044-f5d3-4076-bf87-f25f02468a34,48bf47f4-0a0f-4e93-a79f-b778fa84a3c7
48bf47f4-0a0f-4e93-a79f-b778fa84a3c7,1ca67f18-eaff-46ba-a26f-09cfc42cabcb
21f5f044-f5d3-4076-bf87-f25f02468a34,1ca67f18-eaff-46ba-a26f-09cfc42cabcb
1ca67f18-eaff-46ba-a26f-09cfc42cabcb,0d783471-ba73-4f51-a1bc-591dc26497aa
48bf47f4-0a0f-4e93-a79f-b778fa84a3c7,0d783471-ba73-4f51-a1bc-591dc26497aa
5cb54c9b-9c6a-4fbb-a7f5-4ecfaee0a545,7548f438-8779-4eb7-a5cc-ae90830c970f
5cb54c9b-9c6a-4fbb-a7f5-4ecfaee0a545,bde5bc81-9838-4359-9a49-bf6b9a56414f
7548f438-8779-4eb7-a5cc-ae90830c970f,bde5bc81-9838-4359-9a49-bf6b9a56414f
bde5bc81-9838-4359-9a49-bf6b9a56414f,14c9518c-9405-4776-8cc0-e4bbb16b3b8b
7548f438-8779-4eb7-a5cc-ae90830c970f,14c9518c-9405-4776-8cc0-e4bbb16b3b8b
c493ceab-50e7-4f63-9da0-16f5b449698c,dfb642a3-68d5-44b1-bd61-4ea6ec265400
12945531-9904-4257-97db-a3fc1b5ce3da,dfb642a3-68d5-44b1-bd61-4ea6ec265400
f371331c-f13f-49c2-85a4-d71fbf774008,dfb642a3-68d5-44b1-bd61-4ea6ec265400
5ab9a901-a359-4bb5-a6f8-4e188bd66a13,dfb642a3-68d5-44b1-bd61-4ea6ec265400
5ab9a901-a359-4bb5-a6f8-4e188bd66a13,d96b5e2a-2186-4677-aa68-8d8763388d73
76cbddb3-6d63-4cb7-95be-b95c9db7880b,c493ceab-50e7-4f63-9da0-16f5b449698c
00315535-e600-4363-9dda-33ff32afb8e5,c493ceab-50e7-4f63-9da0-16f5b449698c
01fec948-f37c-4b92-aae6-d5dc98de3212,c493ceab-50e7-4f63-9da0-16f5b449698c
a2cd69e7-453c-4073-b3f5-ba07f0094b35,cbb1b0ed-b883-4520-8798-d2e49612b83f
cbb1b0ed-b883-4520-8798-d2e49612b83f,78a609ac-daa5-46cf-8fa3-483a0b3d668d
cbb1b0ed-b883-4520-8798-d2e49612b83f,4625ed70-f6d6-4142-925b-5507aec8666a
194e298a-7e7d-429d-952a-41e6c618366d,d6dcde87-6a25-4124-adf6-453abedad017
78a609ac-daa5-46cf-8fa3-483a0b3d668d,d6dcde87-6a25-4124-adf6-453abedad017
cbb1b0ed-b883-4520-8798-d2e49612b83f,194e298a-7e7d-429d-952a-41e6c618366d
78a609ac-daa5-46cf-8fa3-483a0b3d668d,194e298a-7e7d-429d-952a-41e6c618366d
a2cd69e7-453c-4073-b3f5-ba07f0094b35,cea71e5c-acb9-4e71-b126-2352f710770f
cbb1b0ed-b883-4520-8798-d2e49612b83f,60fa8670-2b3d-4bd0-81e2-3ee7fe95e68f
cbb1b0ed-b883-4520-8798-d2e49612b83f,40c679a1-2dbc-4210-a318-2dcbf7300b61
4625ed70-f6d6-4142-925b-5507aec8666a,ff9123b8-acd0-4ab0-90f3-d8bba67fed12
40c679a1-2dbc-4210-a318-2dcbf7300b61,ff9123b8-acd0-4ab0-90f3-d8bba67fed12
78a609ac-daa5-46cf-8fa3-483a0b3d668d,d3f2d82e-3a59-4a46-8e0b-7f7f053856f5
194e298a-7e7d-429d-952a-41e6c618366d,b9ae9fd5-ea11-464e-8c21-489d439bb35b
4625ed70-f6d6-4142-925b-5507aec8666a,bfdc90d7-72e2-4748-a968-045cb1e14306
40c679a1-2dbc-4210-a318-2dcbf7300b61,bfdc90d7-72e2-4748-a968-045cb1e14306
bfdc90d7-72e2-4748-a968-045cb1e14306,d88b55e5-937f-4220-9b6a-87e79e68a769
40c679a1-2dbc-4210-a318-2dcbf7300b61,d88b55e5-937f-4220-9b6a-87e79e68a769
bfdc90d7-72e2-4748-a968-045cb1e14306,35d783fd-2611-45d6-86ea-2057b85b301b
4625ed70-f6d6-4142-925b-5507aec8666a,61923159-8214-47e2-875d-552bf4c46e93
78a609ac-daa5-46cf-8fa3-483a0b3d668d,c53e4219-16ce-4676-85cd-938e45c55cff
78a609ac-daa5-46cf-8fa3-483a0b3d668d,100c6a98-3b55-4d78-a80f-16d90db5a95b
6dcdc11c-9321-4bd9-8f63-9fcd9d33a49a,a2cd69e7-453c-4073-b3f5-ba07f0094b35
cbb1b0ed-b883-4520-8798-d2e49612b83f,8b528a17-ff7f-4fdf-b666-0408bed587de
194e298a-7e7d-429d-952a-41e6c618366d,c82c0446-5412-443f-aa4f-de8a644b8e3c
78a609ac-daa5-46cf-8fa3-483a0b3d668d,1beaabfe-5b82-4248-b254-6a727e2188df
c53e4219-16ce-4676-85cd-938e45c55cff,9c9e4a22-90a5-4263-960e-31609fe1e4dc
2116c1fb-1d1c-4dde-afcf-171da2eab919,e9f6f011-4ecb-4110-a05d-aef981584de3
aedabb9b-22bc-455f-9dcf-ebef1a536d7d,126c1c58-1254-4b50-aec5-a9c6c49b9993
cbb1b0ed-b883-4520-8798-d2e49612b83f,feee95d7-ffe6-4a84-abd6-824a1548236d
feee95d7-ffe6-4a84-abd6-824a1548236d,9b510416-3f27-44f6-b9d0-989e1d79f69f
feee95d7-ffe6-4a84-abd6-824a1548236d,dc3e849f-c49c-4767-8eac-67c294928401
feee95d7-ffe6-4a84-abd6-824a1548236d,09f70b3d-6f5a-4eac-8b74-927702a25a90
dc3e849f-c49c-4767-8eac-67c294928401,09f70b3d-6f5a-4eac-8b74-927702a25a90
aedabb9b-22bc-455f-9dcf-ebef1a536d7d,37ac31d3-87a6-4a38-a85f-9dcbdb8dab21
aedabb9b-22bc-455f-9dcf-ebef1a536d7d,925b7ac8-d15b-460d-a22a-015693b2f758
37ac31d3-87a6-4a38-a85f-9dcbdb8dab21,925b7ac8-d15b-460d-a22a-015693b2f758
5d6dbb23-5dff-4cdb-ae97-812d600e521f,253ceb1e-eea4-4ca6-b826-0f488ff1a3bb
8bf4f0fe-f7b8-4d84-a09f-4f58cabe59d5,253ceb1e-eea4-4ca6-b826-0f488ff1a3bb
925b7ac8-d15b-460d-a22a-015693b2f758,d099f22d-277f-43f5-a4fb-5d7ae93a7d64
37ac31d3-87a6-4a38-a85f-9dcbdb8dab21,d099f22d-277f-43f5-a4fb-5d7ae93a7d64
09f70b3d-6f5a-4eac-8b74-927702a25a90,50231ca9-6353-4575-a42a-443ce32b0732
dc3e849f-c49c-4767-8eac-67c294928401,50231ca9-6353-4575-a42a-443ce32b0732
2116c1fb-1d1c-4dde-afcf-171da2eab919,9612acc6-eae5-4829-8810-9f299cc6a7bd
2116c1fb-1d1c-4dde-afcf-171da2eab919,8bf4f0fe-f7b8-4d84-a09f-4f58cabe59d5
2116c1fb-1d1c-4dde-afcf-171da2eab919,5d6dbb23-5dff-4cdb-ae97-812d600e521f
8bf4f0fe-f7b8-4d84-a09f-4f58cabe59d5,5d6dbb23-5dff-4cdb-ae97-812d600e521f
a2cd69e7-453c-4073-b3f5-ba07f0094b35,2116c1fb-1d1c-4dde-afcf-171da2eab919
2116c1fb-1d1c-4dde-afcf-171da2eab919,1231e850-a132-4dae-ac52-d379d31346ce
9612acc6-eae5-4829-8810-9f299cc6a7bd,89ed012a-6fd0-422a-9177-8e16fca31759
1231e850-a132-4dae-ac52-d379d31346ce,89ed012a-6fd0-422a-9177-8e16fca31759
5d6dbb23-5dff-4cdb-ae97-812d600e521f,3effd483-9ec5-49ce-82bc-2682fbabfccb
8bf4f0fe-f7b8-4d84-a09f-4f58cabe59d5,b7b7fd3e-6e9d-4e5c-b217-5d61bd449dff
aedabb9b-22bc-455f-9dcf-ebef1a536d7d,93a76248-4156-4f08-9120-bf303ba61463
2116c1fb-1d1c-4dde-afcf-171da2eab919,9c480ad3-ba64-42fe-a53e-1c07c4765334
f371331c-f13f-49c2-85a4-d71fbf774008,674cd327-1dde-4740-a22f-a231085d9e92
2116c1fb-1d1c-4dde-afcf-171da2eab919,efdc0f24-b5f4-481e-bce9-89bac4b98a81
8bf4f0fe-f7b8-4d84-a09f-4f58cabe59d5,efdc0f24-b5f4-481e-bce9-89bac4b98a81
6ef150bf-fb78-4f28-809f-6a9ea9aa91c8,efdc0f24-b5f4-481e-bce9-89bac4b98a81
39ecbcb6-e4c1-4eee-a19b-c73553753101,efdc0f24-b5f4-481e-bce9-89bac4b98a81
737a5f52-9f75-451f-abc7-1c02b97d10b7,efdc0f24-b5f4-481e-bce9-89bac4b98a81
507773ed-54f0-47c1-9217-cf9d00a848a1,efdc0f24-b5f4-481e-bce9-89bac4b98a81
51905637-8a23-4eaf-ac32-55816554b3a4,efdc0f24-b5f4-481e-bce9-89bac4b98a81
a2cd69e7-453c-4073-b3f5-ba07f0094b35,b1ae84ef-1409-4d9f-a86e-2aca82912205
b1ae84ef-1409-4d9f-a86e-2aca82912205,991df2b1-5f79-4aa1-8781-782b2c1a1ada
b1ae84ef-1409-4d9f-a86e-2aca82912205,dea346d2-5706-485d-9b53-7f77aff89173
991df2b1-5f79-4aa1-8781-782b2c1a1ada,dea346d2-5706-485d-9b53-7f77aff89173
b1ae84ef-1409-4d9f-a86e-2aca82912205,5ca00ddd-ed18-4ffa-b99d-022f8c7faaed
b1ae84ef-1409-4d9f-a86e-2aca82912205,15a672a7-55a3-446b-a5bb-017207bea146
dea346d2-5706-485d-9b53-7f77aff89173,6ba5a9cf-ea5c-4b4b-b56c-a26e540e4cf8
991df2b1-5f79-4aa1-8781-782b2c1a1ada,6ba5a9cf-ea5c-4b4b-b56c-a26e540e4cf8
15a672a7-55a3-446b-a5bb-017207bea146,1dc97fc6-6ef1-4a10-8f92-11632d0ecf28
5ca00ddd-ed18-4ffa-b99d-022f8c7faaed,1dc97fc6-6ef1-4a10-8f92-11632d0ecf28
dea346d2-5706-485d-9b53-7f77aff89173,548c4fae-c6d6-4309-9022-6178528a9c82
6ef150bf-fb78-4f28-809f-6a9ea9aa91c8,d1b5db68-2789-4af8-80c7-119898f813be
83042edc-5863-419e-813b-0f7cd5837ca0,d1b5db68-2789-4af8-80c7-119898f813be
a2cd69e7-453c-4073-b3f5-ba07f0094b35,e4699536-896c-4a73-b8e2-7b9d42bcbbcc
e4699536-896c-4a73-b8e2-7b9d42bcbbcc,55ba2b5f-8f24-47f1-a046-3ece3fb805c4
e4699536-896c-4a73-b8e2-7b9d42bcbbcc,39ecbcb6-e4c1-4eee-a19b-c73553753101
55ba2b5f-8f24-47f1-a046-3ece3fb805c4,39ecbcb6-e4c1-4eee-a19b-c73553753101
e4699536-896c-4a73-b8e2-7b9d42bcbbcc,01cf5e59-74e3-4bd2-8f69-db6c888071f7
e4699536-896c-4a73-b8e2-7b9d42bcbbcc,79f7eee7-e819-48c6-b5ef-4ece6efe9453
39ecbcb6-e4c1-4eee-a19b-c73553753101,34f751ea-0a26-44f9-a6bc-25155f34bb99
55ba2b5f-8f24-47f1-a046-3ece3fb805c4,34f751ea-0a26-44f9-a6bc-25155f34bb99
01cf5e59-74e3-4bd2-8f69-db6c888071f7,0dc7e34c-0c84-4799-902b-2f7ca8d71662
79f7eee7-e819-48c6-b5ef-4ece6efe9453,0dc7e34c-0c84-4799-902b-2f7ca8d71662
39ecbcb6-e4c1-4eee-a19b-c73553753101,8d25235c-af88-4bfb-8002-123c9f85048b
a2cd69e7-453c-4073-b3f5-ba07f0094b35,34225838-eff4-4541-a407-2ec0c0c29b21
34225838-eff4-4541-a407-2ec0c0c29b21,507773ed-54f0-47c1-9217-cf9d00a848a1
902cdc7d-db91-4a58-92d0-0d9a15883df3,507773ed-54f0-47c1-9217-cf9d00a848a1
79b00988-492f-4828-b8ea-8c9bc121c203,e6b72b6f-5a0b-48da-9425-5c728bfa6090
3d22e63d-a17c-40ec-a6d8-d175cf574eb8,e6b72b6f-5a0b-48da-9425-5c728bfa6090
34225838-eff4-4541-a407-2ec0c0c29b21,79b00988-492f-4828-b8ea-8c9bc121c203
34225838-eff4-4541-a407-2ec0c0c29b21,902cdc7d-db91-4a58-92d0-0d9a15883df3
507773ed-54f0-47c1-9217-cf9d00a848a1,586ba743-138c-416e-9e1c-5ce7ee908c0e
507773ed-54f0-47c1-9217-cf9d00a848a1,c6e8453d-9a5e-4272-9033-464c24540553
902cdc7d-db91-4a58-92d0-0d9a15883df3,c6e8453d-9a5e-4272-9033-464c24540553
a2cd69e7-453c-4073-b3f5-ba07f0094b35,b1f38250-da4a-4818-9ca6-77ece4399e75
b1f38250-da4a-4818-9ca6-77ece4399e75,a7225115-5483-4d25-b595-18170061edd0
b1f38250-da4a-4818-9ca6-77ece4399e75,c5fef3cf-8c2b-4489-b7d5-46cab09678c7
b1f38250-da4a-4818-9ca6-77ece4399e75,737a5f52-9f75-451f-abc7-1c02b97d10b7
a7225115-5483-4d25-b595-18170061edd0,737a5f52-9f75-451f-abc7-1c02b97d10b7
5d34dd2a-7d97-4fbf-b4c7-ce147449def9,f78b2a04-1302-4147-bcac-6498dfb4b56f
c5fef3cf-8c2b-4489-b7d5-46cab09678c7,f78b2a04-1302-4147-bcac-6498dfb4b56f
b1f38250-da4a-4818-9ca6-77ece4399e75,5d34dd2a-7d97-4fbf-b4c7-ce147449def9
737a5f52-9f75-451f-abc7-1c02b97d10b7,d6574b1a-2e83-48e1-9c7a-aefac58b5263
737a5f52-9f75-451f-abc7-1c02b97d10b7,b2629363-b2aa-415a-a2ff-355eaee4c1ec
a7225115-5483-4d25-b595-18170061edd0,b2629363-b2aa-415a-a2ff-355eaee4c1ec
a2cd69e7-453c-4073-b3f5-ba07f0094b35,4171ac9f-4c82-4c72-b687-ca8ebe8b1e3b
4171ac9f-4c82-4c72-b687-ca8ebe8b1e3b,83042edc-5863-419e-813b-0f7cd5837ca0
4171ac9f-4c82-4c72-b687-ca8ebe8b1e3b,077353b5-c042-4191-90b3-982a3ce78cc1
4171ac9f-4c82-4c72-b687-ca8ebe8b1e3b,6ef150bf-fb78-4f28-809f-6a9ea9aa91c8
83042edc-5863-419e-813b-0f7cd5837ca0,6ef150bf-fb78-4f28-809f-6a9ea9aa91c8
4171ac9f-4c82-4c72-b687-ca8ebe8b1e3b,e539e01c-b157-4cff-9649-fa59416c0607
e539e01c-b157-4cff-9649-fa59416c0607,c4d4a349-27aa-49ad-aa56-3ebed6ea9fa0
077353b5-c042-4191-90b3-982a3ce78cc1,c4d4a349-27aa-49ad-aa56-3ebed6ea9fa0
6ef150bf-fb78-4f28-809f-6a9ea9aa91c8,082f23c7-cd8c-48b4-aaac-852c97fb50c6
a2cd69e7-453c-4073-b3f5-ba07f0094b35,dd79aec1-4ae7-4251-b51b-8d1af4e8a961
dd79aec1-4ae7-4251-b51b-8d1af4e8a961,c2ba4184-c0ed-4df6-8d64-9c40797f4e63
dd79aec1-4ae7-4251-b51b-8d1af4e8a961,1f36b194-b59f-4531-9cae-2fbb7d5de822
dd79aec1-4ae7-4251-b51b-8d1af4e8a961,51905637-8a23-4eaf-ac32-55816554b3a4
c2ba4184-c0ed-4df6-8d64-9c40797f4e63,51905637-8a23-4eaf-ac32-55816554b3a4
dd79aec1-4ae7-4251-b51b-8d1af4e8a961,903f841d-6425-4116-afc0-64d65e458556
903f841d-6425-4116-afc0-64d65e458556,b98e9535-10a8-42ed-a9d8-520e6d714c56
1f36b194-b59f-4531-9cae-2fbb7d5de822,b98e9535-10a8-42ed-a9d8-520e6d714c56
51905637-8a23-4eaf-ac32-55816554b3a4,ac575a08-4e35-4737-8a5b-1b60fa813357
51905637-8a23-4eaf-ac32-55816554b3a4,8e151051-396b-4cc5-9e74-bc005f1db3cf
c2ba4184-c0ed-4df6-8d64-9c40797f4e63,8e151051-396b-4cc5-9e74-bc005f1db3cf
a2cd69e7-453c-4073-b3f5-ba07f0094b35,a8cea6f1-09e7-4dfd-907f-07ad2a5615c6
dea346d2-5706-485d-9b53-7f77aff89173,ab24c785-f417-4856-950a-4e10e78b683d
39ecbcb6-e4c1-4eee-a19b-c73553753101,1852f6a0-0b4b-4b36-85d6-7f2ffd65ee2d
f371331c-f13f-49c2-85a4-d71fbf774008,4725de89-3a0c-45c2-bc74-f4627b9a8220
b1ae84ef-1409-4d9f-a86e-2aca82912205,a4deaad6-286b-48e8-9154-8ab7feed81c7
b1ae84ef-1409-4d9f-a86e-2aca82912205,5903f65e-f08d-4a49-a65e-0bb65ea08e32
e4699536-896c-4a73-b8e2-7b9d42bcbbcc,7c71e835-e76a-4657-9437-a903a2b0c595
991df2b1-5f79-4aa1-8781-782b2c1a1ada,3af79119-306b-4d7e-bafa-2e8943dc8fb3
991df2b1-5f79-4aa1-8781-782b2c1a1ada,f2752190-5c0d-4c3c-8a02-6e10d063d3af
55ba2b5f-8f24-47f1-a046-3ece3fb805c4,b77f1aad-a842-40ef-976b-00c5c3269ce4
f371331c-f13f-49c2-85a4-d71fbf774008,ac2e3bba-d601-447c-bfac-0c2382a8067c
b1f38250-da4a-4818-9ca6-77ece4399e75,645ab098-1da8-4be9-be1d-d361e4559cb8
737a5f52-9f75-451f-abc7-1c02b97d10b7,fd28afcb-754e-473b-b5e1-58a8a5700dcb
a7225115-5483-4d25-b595-18170061edd0,ba32363b-a4a4-45bc-b718-4a6ad3002cf5
a7225115-5483-4d25-b595-18170061edd0,5fb45be9-cdf3-45d1-ad7b-a5fd223062b0
dd79aec1-4ae7-4251-b51b-8d1af4e8a961,80f80afc-2439-4936-bedf-1614771007a4
51905637-8a23-4eaf-ac32-55816554b3a4,ca826d67-ce0a-4aa4-b4f8-33d818a1b6de
c2ba4184-c0ed-4df6-8d64-9c40797f4e63,b9fc807e-5d31-49de-a614-a8cb411c4378
f371331c-f13f-49c2-85a4-d71fbf774008,7f9e6338-b99b-4b0e-8440-03b10af6afa5
c2ba4184-c0ed-4df6-8d64-9c40797f4e63,e918e734-465b-4823-8ea3-6c564ed9caae
34225838-eff4-4541-a407-2ec0c0c29b21,64143c89-a30d-4031-8142-1ffe88d3dbe7
902cdc7d-db91-4a58-92d0-0d9a15883df3,51e2f8ec-9645-4cd0-b092-b49fdf0ba67d
f371331c-f13f-49c2-85a4-d71fbf774008,8a88e1fd-9e29-4311-ac40-4cb0ad579012
a2cd69e7-453c-4073-b3f5-ba07f0094b35,cc9f8233-6ab0-4d1e-a919-edf58c6b76e3
cc9f8233-6ab0-4d1e-a919-edf58c6b76e3,7732bc1a-839f-41ef-8a29-cbe4c8dd727c
cc9f8233-6ab0-4d1e-a919-edf58c6b76e3,8f7cd8f4-fcf7-45c5-815d-8b20e7a521fb
cc9f8233-6ab0-4d1e-a919-edf58c6b76e3,88bca560-c11c-4075-9fab-85b6953e60cd
8f7cd8f4-fcf7-45c5-815d-8b20e7a521fb,88bca560-c11c-4075-9fab-85b6953e60cd
cc9f8233-6ab0-4d1e-a919-edf58c6b76e3,1f041801-8252-4a9c-aa5e-ae6f2d9a816e
1f041801-8252-4a9c-aa5e-ae6f2d9a816e,bc7c48b4-f502-483c-9eb8-7fd882663870
7732bc1a-839f-41ef-8a29-cbe4c8dd727c,bc7c48b4-f502-483c-9eb8-7fd882663870
88bca560-c11c-4075-9fab-85b6953e60cd,7936537b-0862-485e-8880-a17d9d58e51f
cc9f8233-6ab0-4d1e-a919-edf58c6b76e3,71ec7e0e-b45e-43c2-af8e-7281dd20e6a6
a2cd69e7-453c-4073-b3f5-ba07f0094b35,5086f6fa-b5fc-44a1-9ffb-1ab0b9cf076b
5086f6fa-b5fc-44a1-9ffb-1ab0b9cf076b,96fe32fa-7a4c-4583-b63d-5d538b5d6998
5086f6fa-b5fc-44a1-9ffb-1ab0b9cf076b,dcb27323-1cc9-494a-839d-4bae5351a6f5
5086f6fa-b5fc-44a1-9ffb-1ab0b9cf076b,d860afda-adac-4629-a8f4-e318b273dc01
5086f6fa-b5fc-44a1-9ffb-1ab0b9cf076b,e3454956-28b2-4c1d-89b2-d9c8a79fbcdd
a2cd69e7-453c-4073-b3f5-ba07f0094b35,fdd35fb3-63c7-4bf5-a01b-26fe91116099
fdd35fb3-63c7-4bf5-a01b-26fe91116099,c03d22cb-c25f-4132-b919-3bccb57609ec
fdd35fb3-63c7-4bf5-a01b-26fe91116099,d6a2a084-0809-4977-843f-b17c2d07c42b
fdd35fb3-63c7-4bf5-a01b-26fe91116099,38a23635-348f-482e-b685-6f256dbd55ad
fdd35fb3-63c7-4bf5-a01b-26fe91116099,ad8e9aac-054c-4435-9c47-499d5b64a9d4
a2cd69e7-453c-4073-b3f5-ba07f0094b35,b82cd01a-0361-4a4e-9dd5-75045e22a770
b82cd01a-0361-4a4e-9dd5-75045e22a770,7a9eef45-e5b9-48d2-9ff6-efcaa724ff19
b82cd01a-0361-4a4e-9dd5-75045e22a770,3179c22e-51e7-4106-ac29-272de366762b
b82cd01a-0361-4a4e-9dd5-75045e22a770,c9b07332-d532-47c5-b77a-97425a0b2daf
b82cd01a-0361-4a4e-9dd5-75045e22a770,58f2db74-ed8f-4c54-9323-0ecc62389eeb
a2cd69e7-453c-4073-b3f5-ba07f0094b35,ad7cf6d7-c8be-4c4a-8280-fd8b54218682
ad7cf6d7-c8be-4c4a-8280-fd8b54218682,1fe978a5-ad33-4cc5-95e9-21d518307b20
ad7cf6d7-c8be-4c4a-8280-fd8b54218682,b9a091a5-4f23-4c16-8d66-608bc5bbdc2f
ad7cf6d7-c8be-4c4a-8280-fd8b54218682,97646df9-7942-4299-8b1f-2fb6d8b3e6a9
ad7cf6d7-c8be-4c4a-8280-fd8b54218682,65383bfc-30b7-4d01-9e3b-ed853ec03193
34225838-eff4-4541-a407-2ec0c0c29b21,3d22e63d-a17c-40ec-a6d8-d175cf574eb8
ad7cf6d7-c8be-4c4a-8280-fd8b54218682,f4cd9512-f6a8-4c19-a24b-bde58824b4fe
1fe978a5-ad33-4cc5-95e9-21d518307b20,f4cd9512-f6a8-4c19-a24b-bde58824b4fe
f4cd9512-f6a8-4c19-a24b-bde58824b4fe,e2fead16-0189-459a-a360-f354d53ab325
1fe978a5-ad33-4cc5-95e9-21d518307b20,e2fead16-0189-459a-a360-f354d53ab325
88bca560-c11c-4075-9fab-85b6953e60cd,00a60e1b-0f96-4eb9-84dc-d5b6bb4f4eb0
8f7cd8f4-fcf7-45c5-815d-8b20e7a521fb,00a60e1b-0f96-4eb9-84dc-d5b6bb4f4eb0
b82cd01a-0361-4a4e-9dd5-75045e22a770,5668588a-c603-48f8-97b3-a262d89ab532
7a9eef45-e5b9-48d2-9ff6-efcaa724ff19,5668588a-c603-48f8-97b3-a262d89ab532
5668588a-c603-48f8-97b3-a262d89ab532,fa80fa93-21e3-4437-b82a-16d2e391b0fe
